_id,LocationType,Time,Season,OffendingAnimalLeashStatus,IncidentType,VictimType,FinancialYear,Count
2414,Other,5 pm to 8 pm,Summer,No Leash,Attack,Animal,2019/20,1
2415,Other,5 pm to 8 pm,Summer,No Leash,Attack,Animal,2020/21,1
2416,Other,5 pm to 8 pm,Summer,No Leash,Attack,Animal,2023/24,1
2417,Other,5 pm to 8 pm,Summer,No Leash,Attack,Both,2021/22,1
2418,Other,5 pm to 8 pm,Summer,No Leash,Attack,Human,2019/20,1
2419,Other,5 pm to 8 pm,Summer,No Leash,Attack,Unknown,2020/21,1
2420,Other,5 pm to 8 pm,Summer,No Leash,Harassment,Unknown,2023/24,1
2421,Other,5 pm to 8 pm,Summer,On a Leash,Attack,Animal,2023/24,1
2422,Other,5 pm to 8 pm,Summer,On a Leash,Attack,Unknown,2019/20,1
2423,Other,5 pm to 8 pm,Summer,On a Leash,Attack,Unknown,2022/23,1
2424,Other,5 pm to 8 pm,Summer,Unknown,Attack,Animal,2020/21,2
2425,Other,5 pm to 8 pm,Summer,Unknown,Attack,Human,2021/22,1
2426,Other,5 pm to 8 pm,Summer,Unknown,Attack,Human,2023/24,1
2427,Other,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,2020/21,1
2428,Other,5 pm to 8 pm,Summer,Unknown,Attack,Unknown,2023/24,1
2429,Other,5 pm to 8 pm,Summer,Unknown,Harassment,Animal,2021/22,1
2430,Other,5 pm to 8 pm,Winter,No Leash,Attack,Animal,2018/19,2
2431,Other,5 pm to 8 pm,Winter,No Leash,Attack,Animal,2022/23,1
2432,Other,5 pm to 8 pm,Winter,No Leash,Attack,Human,2018/19,1
2433,Other,5 pm to 8 pm,Winter,No Leash,Attack,Human,2021/22,1
2434,Other,5 pm to 8 pm,Winter,No Leash,Attack,Unknown,2020/21,1
2435,Other,5 pm to 8 pm,Winter,On a Leash,Attack,Animal,2022/23,1
2436,Other,5 pm to 8 pm,Winter,Unknown,Attack,Animal,2021/22,1
2437,Other,5 pm to 8 pm,Winter,Unknown,Attack,Animal,2023/24,1
2438,Other,5 pm to 8 pm,Winter,Unknown,Attack,Unknown,2018/19,1
2439,Other,5 pm to 8 pm,Winter,Unknown,Harassment,Human,2022/23,1
2440,Other,5 pm to 8 pm,Winter,Unknown,Harassment,Human,2023/24,1
2441,Other,6 am to 9 am,Autumn,No Leash,Attack,Animal,2019/20,1
2442,Other,6 am to 9 am,Autumn,No Leash,Attack,Animal,2022/23,2
2443,Other,6 am to 9 am,Autumn,No Leash,Attack,Animal,2023/24,1
2444,Other,6 am to 9 am,Autumn,No Leash,Attack,Animal,bef 30 Jun 2018,1
2445,Other,6 am to 9 am,Autumn,No Leash,Harassment,Unknown,2022/23,1
2446,Other,6 am to 9 am,Autumn,No Leash,Harassment,Unknown,2023/24,1
2447,Other,6 am to 9 am,Autumn,Unknown,Attack,Animal,2018/19,1
2448,Other,6 am to 9 am,Autumn,Unknown,Attack,Animal,2022/23,2
2449,Other,6 am to 9 am,Autumn,Unknown,Attack,Human,2021/22,1
2450,Other,6 am to 9 am,Spring,No Leash,Harassment,Animal,2020/21,1
2451,Other,6 am to 9 am,Spring,Unknown,Attack,Animal,2020/21,1
2452,Other,6 am to 9 am,Spring,Unknown,Harassment,Unknown,2022/23,1
2453,Other,6 am to 9 am,Summer,No Leash,Attack,Animal,2023/24,1
2454,Other,6 am to 9 am,Summer,No Leash,Attack,Unknown,2019/20,1
2455,Other,6 am to 9 am,Summer,No Leash,Attack,Unknown,2023/24,1
2456,Other,6 am to 9 am,Summer,No Leash,Harassment,Animal,2023/24,1
2457,Other,6 am to 9 am,Summer,No Leash,Harassment,Unknown,2022/23,1
2458,Other,6 am to 9 am,Summer,On a Leash,Attack,Unknown,2019/20,1
2459,Other,6 am to 9 am,Summer,On a Leash,Harassment,Human,2022/23,1
2460,Other,6 am to 9 am,Summer,Unknown,Attack,Animal,2022/23,1
2461,Other,6 am to 9 am,Summer,Unknown,Attack,Human,2019/20,1
2462,Other,6 am to 9 am,Summer,Unknown,Harassment,Animal,2021/22,1
2463,Other,6 am to 9 am,Summer,Unknown,Harassment,Animal,2023/24,1
2464,Other,6 am to 9 am,Winter,No Leash,Attack,Animal,2019/20,2
2465,Other,6 am to 9 am,Winter,No Leash,Attack,Human,2020/21,1
2466,Other,6 am to 9 am,Winter,No Leash,Harassment,Human,2021/22,1
2467,Other,6 am to 9 am,Winter,No Leash,Harassment,Human,2023/24,1
2468,Other,6 am to 9 am,Winter,No Leash,Harassment,Unknown,2019/20,1
2469,Other,6 am to 9 am,Winter,No Leash,Harassment,Unknown,2022/23,1
2470,Other,6 am to 9 am,Winter,On a Leash,Attack,Animal,2022/23,1
2471,Other,6 am to 9 am,Winter,On a Leash,Attack,Human,2022/23,1
2472,Other,6 am to 9 am,Winter,On a Leash,Harassment,Animal,2018/19,1
2473,Other,6 am to 9 am,Winter,Unknown,Attack,Animal,2020/21,1
2474,Other,6 am to 9 am,Winter,Unknown,Attack,Human,2020/21,1
2475,Other,6 am to 9 am,Winter,Unknown,Harassment,Animal,2021/22,1
2476,Other,6 am to 9 am,Winter,Unknown,Harassment,Human,2023/24,1
2477,Other,6 am to 9 am,Winter,Unknown,Harassment,Unknown,2021/22,1
2478,Other,8 pm to 10 pm,Autumn,Unknown,Attack,Human,2018/19,1
2479,Other,8 pm to 10 pm,Autumn,Unknown,Attack,Unknown,2023/24,1
2480,Other,8 pm to 10 pm,Summer,No Leash,Attack,Animal,2023/24,1
2481,Other,8 pm to 10 pm,Summer,No Leash,Attack,Unknown,2018/19,1
2482,Other,8 pm to 10 pm,Summer,No Leash,Attack,Unknown,2019/20,1
2483,Other,8 pm to 10 pm,Summer,On a Leash,Attack,Animal,2020/21,1
2484,Other,8 pm to 10 pm,Winter,No Leash,Harassment,Human,2021/22,1
2485,Other,8 pm to 10 pm,Winter,On a Leash,Harassment,Human,2022/23,1
2486,Other,8 pm to 10 pm,Winter,Unknown,Harassment,Human,2019/20,1
2487,Other,9 am to Noon,Autumn,No Leash,Attack,Animal,2018/19,1
2488,Other,9 am to Noon,Autumn,No Leash,Attack,Animal,2019/20,2
2489,Other,9 am to Noon,Autumn,No Leash,Attack,Human,2018/19,1
2490,Other,9 am to Noon,Autumn,No Leash,Attack,Human,2021/22,1
2491,Other,9 am to Noon,Autumn,No Leash,Attack,Unknown,2020/21,1
2492,Other,9 am to Noon,Autumn,No Leash,Attack,Unknown,2021/22,1
2493,Other,9 am to Noon,Autumn,No Leash,Harassment,Animal,2020/21,1
2494,Other,9 am to Noon,Autumn,No Leash,Harassment,Animal,2023/24,1
2495,Other,9 am to Noon,Autumn,No Leash,Harassment,Human,2018/19,1
2496,Other,9 am to Noon,Autumn,No Leash,Harassment,Human,2021/22,1
2497,Other,9 am to Noon,Autumn,On a Leash,Attack,Animal,2023/24,1
2498,Other,9 am to Noon,Autumn,On a Leash,Attack,Human,2018/19,1
2499,Other,9 am to Noon,Autumn,On a Leash,Attack,Human,2022/23,1
2500,Other,9 am to Noon,Autumn,Unknown,Attack,Unknown,2021/22,1
2501,Other,9 am to Noon,Autumn,Unknown,Attack,Unknown,2022/23,1
2502,Other,9 am to Noon,Autumn,Unknown,Harassment,Human,2023/24,1
2503,Other,9 am to Noon,Autumn,Unknown,Harassment,Unknown,2023/24,1
2504,Other,9 am to Noon,Spring,No Leash,Attack,Animal,2020/21,2
2505,Other,9 am to Noon,Spring,No Leash,Attack,Animal,2023/24,4
2506,Other,9 am to Noon,Spring,No Leash,Attack,Human,2023/24,1
2507,Other,9 am to Noon,Spring,No Leash,Harassment,Unknown,2018/19,1
2508,Other,9 am to Noon,Spring,No Leash,Harassment,Unknown,2020/21,1
2509,Other,9 am to Noon,Spring,No Leash,Harassment,Unknown,2023/24,1
2510,Other,9 am to Noon,Spring,On a Leash,Harassment,Animal,2020/21,1
2511,Other,9 am to Noon,Spring,Unknown,Attack,Animal,2021/22,1
2512,Other,9 am to Noon,Spring,Unknown,Attack,Human,2019/20,1
2513,Other,9 am to Noon,Spring,Unknown,Attack,Unknown,2023/24,1
2514,Other,9 am to Noon,Spring,Unknown,Harassment,Unknown,2022/23,1
2515,Other,9 am to Noon,Summer,No Leash,Attack,Animal,2021/22,1
2516,Other,9 am to Noon,Summer,No Leash,Attack,Human,2019/20,1
2517,Other,9 am to Noon,Summer,No Leash,Attack,Human,2022/23,1
2518,Other,9 am to Noon,Summer,No Leash,Attack,Human,2023/24,1
2519,Other,9 am to Noon,Summer,No Leash,Attack,Unknown,2018/19,1
2520,Other,9 am to Noon,Summer,No Leash,Attack,Unknown,2023/24,1
2521,Other,9 am to Noon,Summer,No Leash,Harassment,Animal,2020/21,1
2522,Other,9 am to Noon,Summer,No Leash,Harassment,Animal,2023/24,1
2523,Other,9 am to Noon,Summer,No Leash,Harassment,Both,2021/22,1
2524,Other,9 am to Noon,Summer,No Leash,Harassment,Human,2022/23,1
2525,Other,9 am to Noon,Summer,No Leash,Harassment,Unknown,2022/23,1
2526,Other,9 am to Noon,Summer,No Leash,Harassment,Unknown,2023/24,1
2527,Other,9 am to Noon,Summer,On a Leash,Harassment,Unknown,2019/20,1
2528,Other,9 am to Noon,Summer,Unknown,Attack,Animal,2023/24,1
2529,Other,9 am to Noon,Summer,Unknown,Attack,Unknown,2019/20,1
2530,Other,9 am to Noon,Summer,Unknown,Attack,Unknown,2020/21,1
2531,Other,9 am to Noon,Summer,Unknown,Attack,Unknown,2022/23,1
2532,Other,9 am to Noon,Summer,Unknown,Harassment,Human,2019/20,1
2533,Other,9 am to Noon,Winter,No Leash,Attack,Animal,2018/19,1
2534,Other,9 am to Noon,Winter,No Leash,Attack,Animal,2019/20,3
2535,Other,9 am to Noon,Winter,No Leash,Attack,Animal,2020/21,2
2536,Other,9 am to Noon,Winter,No Leash,Attack,Animal,2022/23,1
2537,Other,9 am to Noon,Winter,No Leash,Attack,Animal,2023/24,1
2538,Other,9 am to Noon,Winter,No Leash,Attack,Human,2020/21,1
2539,Other,9 am to Noon,Winter,No Leash,Attack,Unknown,2020/21,2
2540,Other,9 am to Noon,Winter,No Leash,Attack,Unknown,2021/22,2
2541,Other,9 am to Noon,Winter,No Leash,Attack,Unknown,2023/24,1
2542,Other,9 am to Noon,Winter,No Leash,Harassment,Animal,2019/20,2
2543,Other,9 am to Noon,Winter,No Leash,Harassment,Animal,2021/22,1
2544,Other,9 am to Noon,Winter,No Leash,Harassment,Animal,2023/24,2
2545,Other,9 am to Noon,Winter,No Leash,Harassment,Human,2021/22,1
2546,Other,9 am to Noon,Winter,On a Leash,Attack,Animal,2022/23,1
2547,Other,9 am to Noon,Winter,On a Leash,Attack,Human,2019/20,1
2548,Other,9 am to Noon,Winter,On a Leash,Harassment,Animal,2020/21,1
2549,Other,9 am to Noon,Winter,On a Leash,Harassment,Unknown,bef 30 Jun 2018,1
2550,Other,9 am to Noon,Winter,Unknown,Attack,Animal,2022/23,1
2551,Other,9 am to Noon,Winter,Unknown,Attack,Unknown,2022/23,1
2552,Other,9 am to Noon,Winter,Unknown,Harassment,Unknown,2018/19,1
2553,Other,9 am to Noon,Winter,Unknown,Harassment,Unknown,2019/20,1
2554,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2018/19,1
2555,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2020/21,1
2556,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2021/22,1
2557,Other,Noon to 5 pm,Autumn,No Leash,Attack,Animal,2022/23,2
2558,Other,Noon to 5 pm,Autumn,No Leash,Attack,Human,2019/20,1
2559,Other,Noon to 5 pm,Autumn,No Leash,Attack,Human,2021/22,1
2560,Other,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2021/22,1
2561,Other,Noon to 5 pm,Autumn,No Leash,Attack,Unknown,2022/23,1
2562,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2019/20,1
2563,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2022/23,1
2564,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Human,2023/24,1
2565,Other,Noon to 5 pm,Autumn,No Leash,Harassment,Unknown,bef 30 Jun 2018,1
2566,Other,Noon to 5 pm,Autumn,On a Leash,Attack,Human,2020/21,1
2567,Other,Noon to 5 pm,Autumn,On a Leash,Attack,Human,2023/24,2
2568,Other,Noon to 5 pm,Autumn,On a Leash,Attack,Unknown,2021/22,1
2569,Other,Noon to 5 pm,Autumn,On a Leash,Harassment,Unknown,2022/23,1
2570,Other,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2021/22,2
2571,Other,Noon to 5 pm,Autumn,Unknown,Attack,Animal,2023/24,1
2572,Other,Noon to 5 pm,Autumn,Unknown,Attack,Human,2018/19,1
2573,Other,Noon to 5 pm,Autumn,Unknown,Attack,Human,2021/22,1
2574,Other,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2018/19,1
2575,Other,Noon to 5 pm,Autumn,Unknown,Attack,Unknown,2022/23,1
2576,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2019/20,1
2577,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Human,2023/24,1
2578,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2020/21,1
2579,Other,Noon to 5 pm,Autumn,Unknown,Harassment,Unknown,2021/22,1
2580,Other,Noon to 5 pm,Spring,No Leash,Attack,Animal,2018/19,1
2581,Other,Noon to 5 pm,Spring,No Leash,Attack,Animal,2019/20,1
2582,Other,Noon to 5 pm,Spring,No Leash,Attack,Animal,2021/22,1
2583,Other,Noon to 5 pm,Spring,No Leash,Attack,Animal,2023/24,3
2584,Other,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2021/22,1
2585,Other,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2022/23,1
2586,Other,Noon to 5 pm,Spring,No Leash,Attack,Unknown,2023/24,1
2587,Other,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2018/19,1
2588,Other,Noon to 5 pm,Spring,No Leash,Harassment,Animal,2019/20,1
2589,Other,Noon to 5 pm,Spring,No Leash,Harassment,Both,2021/22,1
2590,Other,Noon to 5 pm,Spring,No Leash,Harassment,Human,2019/20,1
2591,Other,Noon to 5 pm,Spring,No Leash,Harassment,Human,2023/24,1
2592,Other,Noon to 5 pm,Spring,No Leash,Harassment,Unknown,2020/21,1
2593,Other,Noon to 5 pm,Spring,On a Leash,Attack,Animal,2023/24,1
2594,Other,Noon to 5 pm,Spring,On a Leash,Attack,Human,2018/19,1
2595,Other,Noon to 5 pm,Spring,On a Leash,Attack,Unknown,2023/24,1
2596,Other,Noon to 5 pm,Spring,On a Leash,Harassment,Animal,2023/24,1
2597,Other,Noon to 5 pm,Spring,Unknown,Attack,Animal,2018/19,1
2598,Other,Noon to 5 pm,Spring,Unknown,Attack,Animal,2020/21,1
2599,Other,Noon to 5 pm,Spring,Unknown,Attack,Animal,2022/23,1
2600,Other,Noon to 5 pm,Spring,Unknown,Attack,Human,2020/21,1
2601,Other,Noon to 5 pm,Spring,Unknown,Attack,Unknown,2020/21,1
2602,Other,Noon to 5 pm,Spring,Unknown,Harassment,Animal,2019/20,1
2603,Other,Noon to 5 pm,Spring,Unknown,Harassment,Human,2022/23,1
2604,Other,Noon to 5 pm,Spring,Unknown,Harassment,Human,2023/24,1
2605,Other,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2021/22,1
2606,Other,Noon to 5 pm,Spring,Unknown,Harassment,Unknown,2022/23,1
2607,Other,Noon to 5 pm,Summer,No Leash,Attack,Animal,2019/20,2
2608,Other,Noon to 5 pm,Summer,No Leash,Attack,Animal,2021/22,1
2609,Other,Noon to 5 pm,Summer,No Leash,Attack,Human,2022/23,1
2610,Other,Noon to 5 pm,Summer,No Leash,Attack,Unknown,2019/20,1
2611,Other,Noon to 5 pm,Summer,No Leash,Harassment,Human,2018/19,1
2612,Other,Noon to 5 pm,Summer,No Leash,Harassment,Human,2020/21,2
2613,Other,Noon to 5 pm,Summer,No Leash,Harassment,Unknown,2023/24,1
2614,Other,Noon to 5 pm,Summer,On a Leash,Attack,Animal,2023/24,1
2615,Other,Noon to 5 pm,Summer,On a Leash,Attack,Both,2021/22,1
2616,Other,Noon to 5 pm,Summer,On a Leash,Attack,Human,2022/23,1
2617,Other,Noon to 5 pm,Summer,On a Leash,Attack,Unknown,2023/24,1
2618,Other,Noon to 5 pm,Summer,Unknown,Attack,Human,2018/19,1
2619,Other,Noon to 5 pm,Summer,Unknown,Attack,Unknown,2020/21,1
2620,Other,Noon to 5 pm,Summer,Unknown,Harassment,Human,2022/23,1
2621,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,2018/19,1
2622,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,2019/20,2
2623,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,2020/21,3
2624,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,2022/23,2
2625,Other,Noon to 5 pm,Winter,No Leash,Attack,Animal,2023/24,2
2626,Other,Noon to 5 pm,Winter,No Leash,Attack,Human,2023/24,1
2627,Other,Noon to 5 pm,Winter,No Leash,Attack,Unknown,2023/24,1
2628,Other,Noon to 5 pm,Winter,No Leash,Harassment,Animal,2022/23,1
2629,Other,Noon to 5 pm,Winter,No Leash,Harassment,Animal,2023/24,1
2630,Other,Noon to 5 pm,Winter,No Leash,Harassment,Human,2018/19,3
2631,Other,Noon to 5 pm,Winter,No Leash,Harassment,Human,2022/23,1
2632,Other,Noon to 5 pm,Winter,No Leash,Harassment,Human,2023/24,1
2633,Other,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,2018/19,1
2634,Other,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,2019/20,1
2635,Other,Noon to 5 pm,Winter,No Leash,Harassment,Unknown,2022/23,1
2636,Other,Noon to 5 pm,Winter,On a Leash,Attack,Animal,2020/21,1
2637,Other,Noon to 5 pm,Winter,On a Leash,Attack,Human,2020/21,1
2638,Other,Noon to 5 pm,Winter,On a Leash,Attack,Human,2022/23,1
2639,Other,Noon to 5 pm,Winter,Unknown,Attack,Animal,2019/20,1
2640,Other,Noon to 5 pm,Winter,Unknown,Attack,Animal,2021/22,2
2641,Other,Noon to 5 pm,Winter,Unknown,Attack,Animal,2023/24,1
2642,Other,Noon to 5 pm,Winter,Unknown,Attack,Unknown,2020/21,1
2643,Other,Noon to 5 pm,Winter,Unknown,Attack,Unknown,2022/23,1
2644,Other,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,2021/22,1
2645,Other,Noon to 5 pm,Winter,Unknown,Harassment,Unknown,2023/24,1
2646,Other,Unknown,Autumn,No Leash,Attack,Animal,2019/20,1
2647,Other,Unknown,Autumn,No Leash,Attack,Animal,2021/22,1
2648,Other,Unknown,Autumn,No Leash,Attack,Animal,2022/23,1
2649,Other,Unknown,Autumn,No Leash,Attack,Animal,bef 30 Jun 2018,1
2650,Other,Unknown,Autumn,No Leash,Attack,Human,bef 30 Jun 2018,2
2651,Other,Unknown,Autumn,No Leash,Harassment,Unknown,2019/20,1
2652,Other,Unknown,Autumn,On a Leash,Attack,Human,bef 30 Jun 2018,1
2653,Other,Unknown,Autumn,Unknown,Attack,Animal,2022/23,1
2654,Other,Unknown,Autumn,Unknown,Attack,Human,2019/20,2
2655,Other,Unknown,Autumn,Unknown,Attack,Unknown,2022/23,2
2656,Other,Unknown,Autumn,Unknown,Harassment,Human,2018/19,1
2657,Other,Unknown,Autumn,Unknown,Harassment,Unknown,2019/20,1
2658,Other,Unknown,Spring,No Leash,Attack,Animal,2020/21,1
2659,Other,Unknown,Spring,No Leash,Attack,Animal,bef 30 Jun 2018,1
2660,Other,Unknown,Spring,No Leash,Attack,Human,2019/20,1
2661,Other,Unknown,Spring,No Leash,Attack,Unknown,2022/23,1
2662,Other,Unknown,Spring,No Leash,Harassment,Unknown,2020/21,2
2663,Other,Unknown,Spring,No Leash,Harassment,Unknown,2022/23,2
2664,Other,Unknown,Spring,Unknown,Attack,Animal,2021/22,1
2665,Other,Unknown,Spring,Unknown,Attack,Unknown,2023/24,1
2666,Other,Unknown,Spring,Unknown,Harassment,Unknown,2020/21,2
2667,Other,Unknown,Summer,No Leash,Attack,Animal,2018/19,1
2668,Other,Unknown,Summer,No Leash,Attack,Animal,2021/22,1
2669,Other,Unknown,Summer,No Leash,Attack,Human,2023/24,1
2670,Other,Unknown,Summer,No Leash,Attack,Human,bef 30 Jun 2018,1
2671,Other,Unknown,Summer,No Leash,Attack,Unknown,2018/19,1
2672,Other,Unknown,Summer,No Leash,Harassment,Human,2023/24,1
2673,Other,Unknown,Summer,No Leash,Harassment,Unknown,2022/23,1
2674,Other,Unknown,Summer,Unknown,Attack,Animal,2018/19,1
2675,Other,Unknown,Summer,Unknown,Attack,Animal,2020/21,2
2676,Other,Unknown,Summer,Unknown,Attack,Unknown,2020/21,1
2677,Other,Unknown,Summer,Unknown,Harassment,Unknown,2018/19,1
2678,Other,Unknown,Summer,Unknown,Harassment,Unknown,2021/22,1
2679,Other,Unknown,Winter,No Leash,Attack,Animal,2019/20,1
2680,Other,Unknown,Winter,No Leash,Attack,Animal,bef 30 Jun 2018,1
2681,Other,Unknown,Winter,No Leash,Attack,Human,2018/19,1
2682,Other,Unknown,Winter,No Leash,Attack,Unknown,2020/21,1
2683,Other,Unknown,Winter,No Leash,Attack,Unknown,2023/24,1
2684,Other,Unknown,Winter,Unknown,Attack,Animal,2018/19,1
2685,Other,Unknown,Winter,Unknown,Attack,Animal,2021/22,1
2686,Other,Unknown,Winter,Unknown,Attack,Animal,2022/23,1
2687,Other,Unknown,Winter,Unknown,Attack,Unknown,2020/21,2
2688,Other,Unknown,Winter,Unknown,Attack,Unknown,2021/22,1
2689,Other,Unknown,Winter,Unknown,Attack,Unknown,2022/23,1
2690,Other,Unknown,Winter,Unknown,Harassment,Animal,2018/19,1
2691,Other,Unknown,Winter,Unknown,Harassment,Unknown,2020/21,1
2692,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2018/19,1
2693,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2019/20,2
2694,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2020/21,2
2695,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2021/22,2
2696,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2022/23,2
2697,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Animal,2023/24,1
2698,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,2018/19,1
2699,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,2022/23,1
2700,Park,5 pm to 8 pm,Autumn,No Leash,Attack,Unknown,2023/24,1
2701,Park,5 pm to 8 pm,Autumn,No Leash,Harassment,Animal,2019/20,1
2702,Park,5 pm to 8 pm,Autumn,No Leash,Harassment,Animal,2021/22,1
2703,Park,5 pm to 8 pm,Autumn,No Leash,Harassment,Human,2021/22,1
2704,Park,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,2019/20,1
2705,Park,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,2021/22,1
2706,Park,5 pm to 8 pm,Autumn,No Leash,Harassment,Unknown,2023/24,1
2707,Park,5 pm to 8 pm,Autumn,On a Leash,Attack,Animal,2021/22,1
2708,Park,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,2020/21,1
2709,Park,5 pm to 8 pm,Autumn,On a Leash,Attack,Human,2022/23,1
2710,Park,5 pm to 8 pm,Autumn,On a Leash,Harassment,Human,2022/23,1
2711,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,2018/19,1
2712,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,2020/21,2
2713,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,2021/22,3
2714,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Animal,2022/23,1
2715,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Both,2019/20,1
2716,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Human,2021/22,1
2717,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,2018/19,1
2718,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,2021/22,1
2719,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,2022/23,1
2720,Park,5 pm to 8 pm,Autumn,Unknown,Attack,Unknown,2023/24,1
2721,Park,5 pm to 8 pm,Autumn,Unknown,Harassment,Animal,2020/21,1
2722,Park,5 pm to 8 pm,Autumn,Unknown,Harassment,Animal,2023/24,1
2723,Park,5 pm to 8 pm,Autumn,Unknown,Harassment,Human,2019/20,1
2724,Park,5 pm to 8 pm,Autumn,Unknown,Harassment,Human,2021/22,1
2725,Park,5 pm to 8 pm,Autumn,Unknown,Harassment,Human,2022/23,2
2726,Park,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,2020/21,1
2727,Park,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,2022/23,1
2728,Park,5 pm to 8 pm,Autumn,Unknown,Harassment,Unknown,2023/24,1
2729,Park,5 pm to 8 pm,Spring,No Leash,Attack,Animal,2018/19,2
2730,Park,5 pm to 8 pm,Spring,No Leash,Attack,Animal,2019/20,3
2731,Park,5 pm to 8 pm,Spring,No Leash,Attack,Animal,2020/21,1
2732,Park,5 pm to 8 pm,Spring,No Leash,Attack,Animal,2021/22,4
2733,Park,5 pm to 8 pm,Spring,No Leash,Attack,Human,2018/19,1
2734,Park,5 pm to 8 pm,Spring,No Leash,Attack,Human,2020/21,1
2735,Park,5 pm to 8 pm,Spring,No Leash,Attack,Human,2023/24,1
2736,Park,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,2019/20,1
2737,Park,5 pm to 8 pm,Spring,No Leash,Attack,Unknown,2021/22,1
2738,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,2019/20,2
2739,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,2021/22,1
2740,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Animal,2023/24,1
2741,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Human,2018/19,1
2742,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Human,2019/20,1
2743,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Human,2020/21,1
2744,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Human,2021/22,3
2745,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Unknown,2018/19,1
2746,Park,5 pm to 8 pm,Spring,No Leash,Harassment,Unknown,2021/22,1
2747,Park,5 pm to 8 pm,Spring,On a Leash,Attack,Animal,2020/21,2
2748,Park,5 pm to 8 pm,Spring,On a Leash,Attack,Unknown,2021/22,1
2749,Park,5 pm to 8 pm,Spring,On a Leash,Attack,Unknown,2022/23,1
2750,Park,5 pm to 8 pm,Spring,On a Leash,Harassment,Human,2019/20,1
2751,Park,5 pm to 8 pm,Spring,On a Leash,Harassment,Unknown,2022/23,1
2752,Park,5 pm to 8 pm,Spring,Unknown,Attack,Animal,2018/19,1
2753,Park,5 pm to 8 pm,Spring,Unknown,Attack,Animal,2020/21,2
2754,Park,5 pm to 8 pm,Spring,Unknown,Attack,Animal,2021/22,1
2755,Park,5 pm to 8 pm,Spring,Unknown,Attack,Animal,2023/24,1
2756,Park,5 pm to 8 pm,Spring,Unknown,Attack,Both,2018/19,1
2757,Park,5 pm to 8 pm,Spring,Unknown,Attack,Human,2020/21,1
2758,Park,5 pm to 8 pm,Spring,Unknown,Attack,Human,2023/24,1
2759,Park,5 pm to 8 pm,Spring,Unknown,Attack,Unknown,2019/20,1
2760,Park,5 pm to 8 pm,Spring,Unknown,Attack,Unknown,2021/22,1
