"_id","LocationType","Time","Season","OffendingAnimalLeashStatus","IncidentType","VictimType","FinancialYear","Count","Date","YearExtracted","MonthExtracted"
2660,"Other","Unknown","Spring","No Leash","Attack","Human","2019/20",1,2019-10-01,2019,10
2661,"Other","Unknown","Spring","No Leash","Attack","Unknown","2022/23",1,2022-10-01,2022,10
2662,"Other","Unknown","Spring","No Leash","Harassment","Unknown","2020/21",2,2020-10-01,2020,10
2663,"Other","Unknown","Spring","No Leash","Harassment","Unknown","2022/23",2,2022-10-01,2022,10
2664,"Other","Unknown","Spring","Unknown","Attack","Animal","2021/22",1,2021-10-01,2021,10
2665,"Other","Unknown","Spring","Unknown","Attack","Unknown","2023/24",1,2023-10-01,2023,10
2666,"Other","Unknown","Spring","Unknown","Harassment","Unknown","2020/21",2,2020-10-01,2020,10
2667,"Other","Unknown","Summer","No Leash","Attack","Animal","2018/19",1,2019-01-01,2019,1
2668,"Other","Unknown","Summer","No Leash","Attack","Animal","2021/22",1,2022-01-01,2022,1
2669,"Other","Unknown","Summer","No Leash","Attack","Human","2023/24",1,2024-01-01,2024,1
2671,"Other","Unknown","Summer","No Leash","Attack","Unknown","2018/19",1,2019-01-01,2019,1
2672,"Other","Unknown","Summer","No Leash","Harassment","Human","2023/24",1,2024-01-01,2024,1
2673,"Other","Unknown","Summer","No Leash","Harassment","Unknown","2022/23",1,2023-01-01,2023,1
2674,"Other","Unknown","Summer","Unknown","Attack","Animal","2018/19",1,2019-01-01,2019,1
2675,"Other","Unknown","Summer","Unknown","Attack","Animal","2020/21",2,2021-01-01,2021,1
2676,"Other","Unknown","Summer","Unknown","Attack","Unknown","2020/21",1,2021-01-01,2021,1
2677,"Other","Unknown","Summer","Unknown","Harassment","Unknown","2018/19",1,2019-01-01,2019,1
2678,"Other","Unknown","Summer","Unknown","Harassment","Unknown","2021/22",1,2022-01-01,2022,1
2679,"Other","Unknown","Winter","No Leash","Attack","Animal","2019/20",1,2019-07-01,2019,7
2681,"Other","Unknown","Winter","No Leash","Attack","Human","2018/19",1,2018-07-01,2018,7
2682,"Other","Unknown","Winter","No Leash","Attack","Unknown","2020/21",1,2020-07-01,2020,7
2683,"Other","Unknown","Winter","No Leash","Attack","Unknown","2023/24",1,2023-07-01,2023,7
2684,"Other","Unknown","Winter","Unknown","Attack","Animal","2018/19",1,2018-07-01,2018,7
2685,"Other","Unknown","Winter","Unknown","Attack","Animal","2021/22",1,2021-07-01,2021,7
2686,"Other","Unknown","Winter","Unknown","Attack","Animal","2022/23",1,2022-07-01,2022,7
2687,"Other","Unknown","Winter","Unknown","Attack","Unknown","2020/21",2,2020-07-01,2020,7
2688,"Other","Unknown","Winter","Unknown","Attack","Unknown","2021/22",1,2021-07-01,2021,7
2689,"Other","Unknown","Winter","Unknown","Attack","Unknown","2022/23",1,2022-07-01,2022,7
2690,"Other","Unknown","Winter","Unknown","Harassment","Animal","2018/19",1,2018-07-01,2018,7
2691,"Other","Unknown","Winter","Unknown","Harassment","Unknown","2020/21",1,2020-07-01,2020,7
2692,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2018/19",1,2019-04-01,2019,4
2693,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2019/20",2,2020-04-01,2020,4
2694,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2020/21",2,2021-04-01,2021,4
2695,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2021/22",2,2022-04-01,2022,4
2696,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2022/23",2,2023-04-01,2023,4
2697,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Animal","2023/24",1,2024-04-01,2024,4
2698,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Unknown","2018/19",1,2019-04-01,2019,4
2699,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Unknown","2022/23",1,2023-04-01,2023,4
2700,"Park","5 pm to 8 pm","Autumn","No Leash","Attack","Unknown","2023/24",1,2024-04-01,2024,4
2701,"Park","5 pm to 8 pm","Autumn","No Leash","Harassment","Animal","2019/20",1,2020-04-01,2020,4
2702,"Park","5 pm to 8 pm","Autumn","No Leash","Harassment","Animal","2021/22",1,2022-04-01,2022,4
2703,"Park","5 pm to 8 pm","Autumn","No Leash","Harassment","Human","2021/22",1,2022-04-01,2022,4
2704,"Park","5 pm to 8 pm","Autumn","No Leash","Harassment","Unknown","2019/20",1,2020-04-01,2020,4
2705,"Park","5 pm to 8 pm","Autumn","No Leash","Harassment","Unknown","2021/22",1,2022-04-01,2022,4
2706,"Park","5 pm to 8 pm","Autumn","No Leash","Harassment","Unknown","2023/24",1,2024-04-01,2024,4
2707,"Park","5 pm to 8 pm","Autumn","On a Leash","Attack","Animal","2021/22",1,2022-04-01,2022,4
2708,"Park","5 pm to 8 pm","Autumn","On a Leash","Attack","Human","2020/21",1,2021-04-01,2021,4
2709,"Park","5 pm to 8 pm","Autumn","On a Leash","Attack","Human","2022/23",1,2023-04-01,2023,4
2710,"Park","5 pm to 8 pm","Autumn","On a Leash","Harassment","Human","2022/23",1,2023-04-01,2023,4
2711,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2018/19",1,2019-04-01,2019,4
2712,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2020/21",2,2021-04-01,2021,4
2713,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2021/22",3,2022-04-01,2022,4
2714,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Animal","2022/23",1,2023-04-01,2023,4
2715,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Both","2019/20",1,2020-04-01,2020,4
2716,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Human","2021/22",1,2022-04-01,2022,4
2717,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2018/19",1,2019-04-01,2019,4
2718,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2021/22",1,2022-04-01,2022,4
2719,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2022/23",1,2023-04-01,2023,4
2720,"Park","5 pm to 8 pm","Autumn","Unknown","Attack","Unknown","2023/24",1,2024-04-01,2024,4
2721,"Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Animal","2020/21",1,2021-04-01,2021,4
2722,"Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Animal","2023/24",1,2024-04-01,2024,4
2723,"Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Human","2019/20",1,2020-04-01,2020,4
2724,"Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Human","2021/22",1,2022-04-01,2022,4
2725,"Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Human","2022/23",2,2023-04-01,2023,4
2726,"Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2020/21",1,2021-04-01,2021,4
2727,"Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2022/23",1,2023-04-01,2023,4
2728,"Park","5 pm to 8 pm","Autumn","Unknown","Harassment","Unknown","2023/24",1,2024-04-01,2024,4
2729,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2018/19",2,2018-10-01,2018,10
2730,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2019/20",3,2019-10-01,2019,10
2731,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2020/21",1,2020-10-01,2020,10
2732,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Animal","2021/22",4,2021-10-01,2021,10
2733,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Human","2018/19",1,2018-10-01,2018,10
2734,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Human","2020/21",1,2020-10-01,2020,10
2735,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Human","2023/24",1,2023-10-01,2023,10
2736,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2019/20",1,2019-10-01,2019,10
2737,"Park","5 pm to 8 pm","Spring","No Leash","Attack","Unknown","2021/22",1,2021-10-01,2021,10
2738,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2019/20",2,2019-10-01,2019,10
2739,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2021/22",1,2021-10-01,2021,10
2740,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Animal","2023/24",1,2023-10-01,2023,10
2741,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2018/19",1,2018-10-01,2018,10
2742,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2019/20",1,2019-10-01,2019,10
2743,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2020/21",1,2020-10-01,2020,10
2744,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Human","2021/22",3,2021-10-01,2021,10
2745,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Unknown","2018/19",1,2018-10-01,2018,10
2746,"Park","5 pm to 8 pm","Spring","No Leash","Harassment","Unknown","2021/22",1,2021-10-01,2021,10
2747,"Park","5 pm to 8 pm","Spring","On a Leash","Attack","Animal","2020/21",2,2020-10-01,2020,10
2748,"Park","5 pm to 8 pm","Spring","On a Leash","Attack","Unknown","2021/22",1,2021-10-01,2021,10
2749,"Park","5 pm to 8 pm","Spring","On a Leash","Attack","Unknown","2022/23",1,2022-10-01,2022,10
2750,"Park","5 pm to 8 pm","Spring","On a Leash","Harassment","Human","2019/20",1,2019-10-01,2019,10
2751,"Park","5 pm to 8 pm","Spring","On a Leash","Harassment","Unknown","2022/23",1,2022-10-01,2022,10
2752,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2018/19",1,2018-10-01,2018,10
2753,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2020/21",2,2020-10-01,2020,10
2754,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2021/22",1,2021-10-01,2021,10
2755,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Animal","2023/24",1,2023-10-01,2023,10
2756,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Both","2018/19",1,2018-10-01,2018,10
2757,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Human","2020/21",1,2020-10-01,2020,10
2758,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Human","2023/24",1,2023-10-01,2023,10
2759,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2019/20",1,2019-10-01,2019,10
2760,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2021/22",1,2021-10-01,2021,10
2761,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2022/23",1,2022-10-01,2022,10
2762,"Park","5 pm to 8 pm","Spring","Unknown","Attack","Unknown","2023/24",2,2023-10-01,2023,10
2763,"Park","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2019/20",2,2019-10-01,2019,10
2764,"Park","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2020/21",1,2020-10-01,2020,10
2765,"Park","5 pm to 8 pm","Spring","Unknown","Harassment","Human","2021/22",1,2021-10-01,2021,10
2766,"Park","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2020/21",1,2020-10-01,2020,10
2767,"Park","5 pm to 8 pm","Spring","Unknown","Harassment","Unknown","2023/24",2,2023-10-01,2023,10
2768,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2018/19",4,2019-01-01,2019,1
2769,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2019/20",3,2020-01-01,2020,1
2770,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Animal","2022/23",4,2023-01-01,2023,1
2771,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Both","2020/21",1,2021-01-01,2021,1
2772,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Human","2020/21",2,2021-01-01,2021,1
2773,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Human","2021/22",2,2022-01-01,2022,1
2775,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2018/19",1,2019-01-01,2019,1
2776,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2020/21",3,2021-01-01,2021,1
2777,"Park","5 pm to 8 pm","Summer","No Leash","Attack","Unknown","2021/22",1,2022-01-01,2022,1
2778,"Park","5 pm to 8 pm","Summer","No Leash","Harassment","Animal","2018/19",2,2019-01-01,2019,1
2779,"Park","5 pm to 8 pm","Summer","No Leash","Harassment","Human","2019/20",1,2020-01-01,2020,1
2780,"Park","5 pm to 8 pm","Summer","No Leash","Harassment","Human","2020/21",1,2021-01-01,2021,1
2781,"Park","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2020/21",1,2021-01-01,2021,1
2782,"Park","5 pm to 8 pm","Summer","No Leash","Harassment","Unknown","2021/22",1,2022-01-01,2022,1
2783,"Park","5 pm to 8 pm","Summer","On a Leash","Attack","Animal","2020/21",1,2021-01-01,2021,1
2784,"Park","5 pm to 8 pm","Summer","On a Leash","Attack","Both","2022/23",1,2023-01-01,2023,1
2785,"Park","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2018/19",1,2019-01-01,2019,1
2786,"Park","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2019/20",1,2020-01-01,2020,1
2787,"Park","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2022/23",1,2023-01-01,2023,1
2788,"Park","5 pm to 8 pm","Summer","On a Leash","Attack","Human","2023/24",1,2024-01-01,2024,1
2789,"Park","5 pm to 8 pm","Summer","On a Leash","Harassment","Human","2023/24",1,2024-01-01,2024,1
2790,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2018/19",1,2019-01-01,2019,1
2791,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2019/20",1,2020-01-01,2020,1
2792,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2020/21",1,2021-01-01,2021,1
2793,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2022/23",1,2023-01-01,2023,1
2794,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Animal","2023/24",2,2024-01-01,2024,1
2795,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Human","2019/20",1,2020-01-01,2020,1
2796,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Human","2020/21",1,2021-01-01,2021,1
2797,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Human","2021/22",1,2022-01-01,2022,1
2798,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2020/21",2,2021-01-01,2021,1
2799,"Park","5 pm to 8 pm","Summer","Unknown","Attack","Unknown","2022/23",2,2023-01-01,2023,1
2800,"Park","5 pm to 8 pm","Summer","Unknown","Harassment","Animal","2021/22",1,2022-01-01,2022,1
2801,"Park","5 pm to 8 pm","Summer","Unknown","Harassment","Human","2019/20",1,2020-01-01,2020,1
2802,"Park","5 pm to 8 pm","Summer","Unknown","Harassment","Human","2020/21",2,2021-01-01,2021,1
2803,"Park","5 pm to 8 pm","Summer","Unknown","Harassment","Human","2023/24",2,2024-01-01,2024,1
2804,"Park","5 pm to 8 pm","Summer","Unknown","Harassment","Unknown","2019/20",1,2020-01-01,2020,1
2805,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2019/20",1,2019-07-01,2019,7
2806,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2020/21",3,2020-07-01,2020,7
2807,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2021/22",1,2021-07-01,2021,7
2808,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2022/23",1,2022-07-01,2022,7
2809,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Animal","2023/24",1,2023-07-01,2023,7
2811,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Human","2018/19",1,2018-07-01,2018,7
2812,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Human","2022/23",2,2022-07-01,2022,7
2813,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Unknown","2018/19",1,2018-07-01,2018,7
2814,"Park","5 pm to 8 pm","Winter","No Leash","Attack","Unknown","2021/22",1,2021-07-01,2021,7
2815,"Park","5 pm to 8 pm","Winter","No Leash","Harassment","Animal","2019/20",1,2019-07-01,2019,7
2816,"Park","5 pm to 8 pm","Winter","No Leash","Harassment","Both","2020/21",1,2020-07-01,2020,7
2817,"Park","5 pm to 8 pm","Winter","No Leash","Harassment","Human","2020/21",1,2020-07-01,2020,7
2818,"Park","5 pm to 8 pm","Winter","No Leash","Harassment","Unknown","2022/23",1,2022-07-01,2022,7
2819,"Park","5 pm to 8 pm","Winter","On a Leash","Attack","Animal","2019/20",1,2019-07-01,2019,7
2820,"Park","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2018/19",2,2018-07-01,2018,7
2821,"Park","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2021/22",1,2021-07-01,2021,7
2822,"Park","5 pm to 8 pm","Winter","Unknown","Attack","Animal","2022/23",1,2022-07-01,2022,7
2824,"Park","5 pm to 8 pm","Winter","Unknown","Attack","Human","2022/23",1,2022-07-01,2022,7
2825,"Park","5 pm to 8 pm","Winter","Unknown","Attack","Human","2023/24",1,2023-07-01,2023,7
2826,"Park","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2018/19",1,2018-07-01,2018,7
2827,"Park","5 pm to 8 pm","Winter","Unknown","Attack","Unknown","2023/24",1,2023-07-01,2023,7
2829,"Park","5 pm to 8 pm","Winter","Unknown","Harassment","Animal","2019/20",1,2019-07-01,2019,7
2830,"Park","5 pm to 8 pm","Winter","Unknown","Harassment","Animal","2020/21",1,2020-07-01,2020,7
2831,"Park","5 pm to 8 pm","Winter","Unknown","Harassment","Human","2019/20",1,2019-07-01,2019,7
2832,"Park","5 pm to 8 pm","Winter","Unknown","Harassment","Human","2023/24",1,2023-07-01,2023,7
2833,"Park","5 pm to 8 pm","Winter","Unknown","Harassment","Unknown","2021/22",1,2021-07-01,2021,7
2834,"Park","6 am to 9 am","Autumn","No Leash","Attack","Animal","2018/19",1,2019-04-01,2019,4
2835,"Park","6 am to 9 am","Autumn","No Leash","Attack","Animal","2020/21",1,2021-04-01,2021,4
2836,"Park","6 am to 9 am","Autumn","No Leash","Attack","Animal","2021/22",1,2022-04-01,2022,4
2838,"Park","6 am to 9 am","Autumn","No Leash","Attack","Human","2018/19",1,2019-04-01,2019,4
2839,"Park","6 am to 9 am","Autumn","No Leash","Attack","Human","2019/20",1,2020-04-01,2020,4
2840,"Park","6 am to 9 am","Autumn","No Leash","Attack","Human","2023/24",1,2024-04-01,2024,4
2841,"Park","6 am to 9 am","Autumn","No Leash","Attack","Unknown","2020/21",1,2021-04-01,2021,4
2842,"Park","6 am to 9 am","Autumn","No Leash","Harassment","Human","2018/19",2,2019-04-01,2019,4
2843,"Park","6 am to 9 am","Autumn","No Leash","Harassment","Human","2021/22",1,2022-04-01,2022,4
2844,"Park","6 am to 9 am","Autumn","No Leash","Harassment","Human","2023/24",1,2024-04-01,2024,4
2845,"Park","6 am to 9 am","Autumn","No Leash","Harassment","Unknown","2018/19",1,2019-04-01,2019,4
2846,"Park","6 am to 9 am","Autumn","On a Leash","Attack","Human","2023/24",1,2024-04-01,2024,4
2847,"Park","6 am to 9 am","Autumn","Unknown","Attack","Animal","2021/22",2,2022-04-01,2022,4
2848,"Park","6 am to 9 am","Autumn","Unknown","Attack","Animal","2022/23",1,2023-04-01,2023,4
2850,"Park","6 am to 9 am","Autumn","Unknown","Attack","Unknown","2023/24",1,2024-04-01,2024,4
2851,"Park","6 am to 9 am","Autumn","Unknown","Harassment","Both","2018/19",1,2019-04-01,2019,4
2852,"Park","6 am to 9 am","Autumn","Unknown","Harassment","Human","2018/19",1,2019-04-01,2019,4
2853,"Park","6 am to 9 am","Autumn","Unknown","Harassment","Human","2019/20",1,2020-04-01,2020,4
2854,"Park","6 am to 9 am","Autumn","Unknown","Harassment","Unknown","2023/24",1,2024-04-01,2024,4
2855,"Park","6 am to 9 am","Spring","No Leash","Attack","Animal","2018/19",1,2018-10-01,2018,10
2856,"Park","6 am to 9 am","Spring","No Leash","Attack","Animal","2020/21",1,2020-10-01,2020,10
2857,"Park","6 am to 9 am","Spring","No Leash","Attack","Animal","2023/24",1,2023-10-01,2023,10
2858,"Park","6 am to 9 am","Spring","No Leash","Attack","Both","2019/20",1,2019-10-01,2019,10
2859,"Park","6 am to 9 am","Spring","No Leash","Attack","Both","2022/23",1,2022-10-01,2022,10
2860,"Park","6 am to 9 am","Spring","No Leash","Harassment","Human","2019/20",1,2019-10-01,2019,10
2861,"Park","6 am to 9 am","Spring","No Leash","Harassment","Human","2020/21",3,2020-10-01,2020,10
2862,"Park","6 am to 9 am","Spring","No Leash","Harassment","Human","2021/22",1,2021-10-01,2021,10
2863,"Park","6 am to 9 am","Spring","On a Leash","Attack","Animal","2023/24",1,2023-10-01,2023,10
2864,"Park","6 am to 9 am","Spring","On a Leash","Attack","Human","2020/21",3,2020-10-01,2020,10
2865,"Park","6 am to 9 am","Spring","On a Leash","Harassment","Animal","2023/24",1,2023-10-01,2023,10
2866,"Park","6 am to 9 am","Spring","Unknown","Attack","Human","2023/24",1,2023-10-01,2023,10
2867,"Park","6 am to 9 am","Spring","Unknown","Attack","Unknown","2019/20",1,2019-10-01,2019,10
2868,"Park","6 am to 9 am","Spring","Unknown","Harassment","Animal","2020/21",1,2020-10-01,2020,10
2869,"Park","6 am to 9 am","Spring","Unknown","Harassment","Human","2019/20",1,2019-10-01,2019,10
2870,"Park","6 am to 9 am","Summer","No Leash","Attack","Animal","2018/19",1,2019-01-01,2019,1
2871,"Park","6 am to 9 am","Summer","No Leash","Attack","Animal","2019/20",3,2020-01-01,2020,1
2872,"Park","6 am to 9 am","Summer","No Leash","Attack","Animal","2021/22",1,2022-01-01,2022,1
2873,"Park","6 am to 9 am","Summer","No Leash","Attack","Animal","2022/23",1,2023-01-01,2023,1
2874,"Park","6 am to 9 am","Summer","No Leash","Attack","Animal","2023/24",1,2024-01-01,2024,1
2875,"Park","6 am to 9 am","Summer","No Leash","Attack","Unknown","2018/19",1,2019-01-01,2019,1
2876,"Park","6 am to 9 am","Summer","No Leash","Attack","Unknown","2022/23",1,2023-01-01,2023,1
2877,"Park","6 am to 9 am","Summer","No Leash","Attack","Unknown","2023/24",1,2024-01-01,2024,1
2878,"Park","6 am to 9 am","Summer","No Leash","Harassment","Animal","2023/24",1,2024-01-01,2024,1
2879,"Park","6 am to 9 am","Summer","No Leash","Harassment","Both","2019/20",1,2020-01-01,2020,1
2880,"Park","6 am to 9 am","Summer","No Leash","Harassment","Human","2021/22",1,2022-01-01,2022,1
2881,"Park","6 am to 9 am","Summer","No Leash","Harassment","Unknown","2019/20",1,2020-01-01,2020,1
2882,"Park","6 am to 9 am","Summer","On a Leash","Attack","Human","2018/19",1,2019-01-01,2019,1
2883,"Park","6 am to 9 am","Summer","On a Leash","Attack","Human","2019/20",1,2020-01-01,2020,1
2884,"Park","6 am to 9 am","Summer","On a Leash","Harassment","Animal","2021/22",1,2022-01-01,2022,1
2885,"Park","6 am to 9 am","Summer","Unknown","Attack","Animal","2018/19",1,2019-01-01,2019,1
2886,"Park","6 am to 9 am","Summer","Unknown","Attack","Animal","2022/23",2,2023-01-01,2023,1
2887,"Park","6 am to 9 am","Summer","Unknown","Attack","Human","2021/22",1,2022-01-01,2022,1
2888,"Park","6 am to 9 am","Summer","Unknown","Attack","Human","2023/24",1,2024-01-01,2024,1
2889,"Park","6 am to 9 am","Summer","Unknown","Attack","Unknown","2019/20",1,2020-01-01,2020,1
2890,"Park","6 am to 9 am","Summer","Unknown","Harassment","Animal","2023/24",1,2024-01-01,2024,1
2891,"Park","6 am to 9 am","Summer","Unknown","Harassment","Human","2020/21",1,2021-01-01,2021,1
2892,"Park","6 am to 9 am","Summer","Unknown","Harassment","Human","2021/22",1,2022-01-01,2022,1
2893,"Park","6 am to 9 am","Summer","Unknown","Harassment","Human","2023/24",1,2024-01-01,2024,1
2894,"Park","6 am to 9 am","Summer","Unknown","Harassment","Unknown","2021/22",1,2022-01-01,2022,1
2895,"Park","6 am to 9 am","Summer","Unknown","Harassment","Unknown","2022/23",1,2023-01-01,2023,1
2896,"Park","6 am to 9 am","Winter","No Leash","Attack","Animal","2019/20",1,2019-07-01,2019,7
2897,"Park","6 am to 9 am","Winter","No Leash","Attack","Animal","2020/21",1,2020-07-01,2020,7
2898,"Park","6 am to 9 am","Winter","No Leash","Attack","Animal","2023/24",1,2023-07-01,2023,7
2900,"Park","6 am to 9 am","Winter","No Leash","Harassment","Human","2022/23",2,2022-07-01,2022,7
2901,"Park","6 am to 9 am","Winter","No Leash","Harassment","Human","2023/24",2,2023-07-01,2023,7
2902,"Park","6 am to 9 am","Winter","On a Leash","Attack","Animal","2020/21",1,2020-07-01,2020,7
2903,"Park","6 am to 9 am","Winter","On a Leash","Attack","Animal","2022/23",1,2022-07-01,2022,7
2904,"Park","6 am to 9 am","Winter","Unknown","Attack","Animal","2018/19",2,2018-07-01,2018,7
2905,"Park","6 am to 9 am","Winter","Unknown","Attack","Animal","2019/20",2,2019-07-01,2019,7
2906,"Park","6 am to 9 am","Winter","Unknown","Attack","Animal","2021/22",1,2021-07-01,2021,7
2907,"Park","6 am to 9 am","Winter","Unknown","Attack","Animal","2023/24",1,2023-07-01,2023,7
2908,"Park","6 am to 9 am","Winter","Unknown","Attack","Human","2018/19",1,2018-07-01,2018,7
2909,"Park","6 am to 9 am","Winter","Unknown","Attack","Unknown","2022/23",1,2022-07-01,2022,7
2910,"Park","6 am to 9 am","Winter","Unknown","Harassment","Animal","2019/20",1,2019-07-01,2019,7
2911,"Park","6 am to 9 am","Winter","Unknown","Harassment","Human","2018/19",1,2018-07-01,2018,7
2912,"Park","6 am to 9 am","Winter","Unknown","Harassment","Human","2020/21",1,2020-07-01,2020,7
2913,"Park","6 am to 9 am","Winter","Unknown","Harassment","Unknown","2023/24",1,2023-07-01,2023,7
2914,"Park","8 pm to 10 pm","Autumn","No Leash","Attack","Unknown","2019/20",1,2020-04-01,2020,4
2915,"Park","8 pm to 10 pm","Autumn","No Leash","Attack","Unknown","2021/22",1,2022-04-01,2022,4
2916,"Park","8 pm to 10 pm","Spring","No Leash","Attack","Animal","2021/22",1,2021-10-01,2021,10
2917,"Park","8 pm to 10 pm","Spring","No Leash","Attack","Human","2022/23",1,2022-10-01,2022,10
2918,"Park","8 pm to 10 pm","Spring","On a Leash","Attack","Animal","2023/24",1,2023-10-01,2023,10
2919,"Park","8 pm to 10 pm","Spring","Unknown","Attack","Unknown","2020/21",1,2020-10-01,2020,10
2920,"Park","8 pm to 10 pm","Summer","No Leash","Harassment","Both","2019/20",1,2020-01-01,2020,1
2921,"Park","8 pm to 10 pm","Summer","On a Leash","Attack","Unknown","2019/20",1,2020-01-01,2020,1
2922,"Park","8 pm to 10 pm","Summer","On a Leash","Harassment","Animal","2020/21",1,2021-01-01,2021,1
2923,"Park","8 pm to 10 pm","Summer","Unknown","Attack","Animal","2019/20",1,2020-01-01,2020,1
2924,"Park","8 pm to 10 pm","Summer","Unknown","Attack","Animal","2020/21",1,2021-01-01,2021,1
2925,"Park","8 pm to 10 pm","Summer","Unknown","Attack","Both","2020/21",1,2021-01-01,2021,1
2926,"Park","8 pm to 10 pm","Summer","Unknown","Attack","Human","2018/19",1,2019-01-01,2019,1
2927,"Park","8 pm to 10 pm","Summer","Unknown","Attack","Unknown","2021/22",1,2022-01-01,2022,1
2928,"Park","8 pm to 10 pm","Summer","Unknown","Harassment","Human","2019/20",1,2020-01-01,2020,1
2929,"Park","8 pm to 10 pm","Winter","Unknown","Harassment","Unknown","2020/21",1,2020-07-01,2020,7
